trial_id,seed,observation_node_zero_based,X_m,Y_m,Z_m,axis,node_relative_l2
R4_LHS_03,20260813,78,-7.812,-13.47277645613009,-107.94889314065745,X,0.03732987347301486
R4_LHS_03,20260813,78,-7.812,-13.47277645613009,-107.94889314065745,Y,0.03672751155907417
R4_LHS_03,20260813,78,-7.812,-13.47277645613009,-107.94889314065745,Z,0.06746223251699224
R4_LHS_03,20260813,79,-7.812,-13.4727764561304,-27.05110685934244,X,0.030618639734137157
R4_LHS_03,20260813,79,-7.812,-13.4727764561304,-27.05110685934244,Y,0.05447758380235597
R4_LHS_03,20260813,79,-7.812,-13.4727764561304,-27.05110685934244,Z,0.02724780054945325
R4_LHS_03,20260813,80,-7.811999999999996,-11.878890892058498,-102.745174883207,X,0.013137875514521955
R4_LHS_03,20260813,80,-7.811999999999996,-11.878890892058498,-102.745174883207,Y,0.032133624169966325
R4_LHS_03,20260813,80,-7.811999999999996,-11.878890892058498,-102.745174883207,Z,0.06191388896317546
R4_LHS_03,20260813,81,-7.812,-11.878890892058498,-26.112236511081203,X,0.03244827376651479
R4_LHS_03,20260813,81,-7.812,-11.878890892058498,-26.112236511081203,Y,0.05556310021825295
R4_LHS_03,20260813,81,-7.812,-11.878890892058498,-26.112236511081203,Z,0.03092772349208733
R4_LHS_03,20260813,82,-7.812,-11.665732454056492,-109.01332340453145,X,0.034432461989895566
R4_LHS_03,20260813,82,-7.812,-11.665732454056492,-109.01332340453145,Y,0.037129799221869805
R4_LHS_03,20260813,82,-7.812,-11.665732454056492,-109.01332340453145,Z,0.06679849522826643
R4_LHS_03,20260813,83,-7.812,-11.6657324540568,-32.3803850324055,X,0.013447495587141114
R4_LHS_03,20260813,83,-7.812,-11.6657324540568,-32.3803850324055,Y,0.048911318461433824
R4_LHS_03,20260813,83,-7.812,-11.6657324540568,-32.3803850324055,Z,0.028819062624386108
R4_LHS_03,20260813,84,-7.812,-10.071846889984645,-109.95219375279255,X,0.047950833625573036
R4_LHS_03,20260813,84,-7.812,-10.071846889984645,-109.95219375279255,Y,0.03672860726122708
R4_LHS_03,20260813,84,-7.812,-10.071846889984645,-109.95219375279255,Z,0.06159976641342025
R4_LHS_03,20260813,85,-7.812000000000004,-10.071846889984903,-101.680744619333,X,0.016745091926780663
R4_LHS_03,20260813,85,-7.812000000000004,-10.071846889984903,-101.680744619333,Y,0.030769061904798847
R4_LHS_03,20260813,85,-7.812000000000004,-10.071846889984903,-101.680744619333,Z,0.03519886028388671
R4_LHS_03,20260813,86,-7.812,-10.071846889984878,-33.31925538066669,X,0.015242525117901919
R4_LHS_03,20260813,86,-7.812,-10.071846889984878,-33.31925538066669,Y,0.04640061176340492
R4_LHS_03,20260813,86,-7.812,-10.071846889984878,-33.31925538066669,Z,0.028717248122815703
R4_LHS_03,20260813,87,-7.812,-10.071846889984936,-25.047806247207227,X,0.051369020649162954
R4_LHS_03,20260813,87,-7.812,-10.071846889984936,-25.047806247207227,Y,0.05491904848483179
R4_LHS_03,20260813,87,-7.812,-10.071846889984936,-25.047806247207227,Z,0.030416490190816374
R4_LHS_03,20260813,88,-7.812,-9.310524288256177,-110.40064703722899,X,0.03615470970643715
R4_LHS_03,20260813,88,-7.812,-9.310524288256177,-110.40064703722899,Y,0.03633290111192321
R4_LHS_03,20260813,88,-7.812,-9.310524288256177,-110.40064703722899,Z,0.07430926733928662
R4_LHS_03,20260813,89,-7.812000000000001,-9.310524288256191,-101.23229133489698,X,0.014318577947933876
R4_LHS_03,20260813,89,-7.812000000000001,-9.310524288256191,-101.23229133489698,Y,0.03042031884656245
R4_LHS_03,20260813,89,-7.812000000000001,-9.310524288256191,-101.23229133489698,Z,0.032037770068134845
R4_LHS_03,20260813,90,-7.812,-9.31052428825619,-24.5993529627705,X,0.034516898480473186
R4_LHS_03,20260813,90,-7.812,-9.31052428825619,-24.5993529627705,Y,0.055206740123042684
R4_LHS_03,20260813,90,-7.812,-9.31052428825619,-24.5993529627705,Z,0.03041786025230422
R4_LHS_03,20260813,91,-7.812,-9.088897537958932,-34.667976008101405,X,0.011598161666830408
R4_LHS_03,20260813,91,-7.812,-9.088897537958932,-34.667976008101405,Y,0.04087351089900154
R4_LHS_03,20260813,91,-7.812,-9.088897537958932,-34.667976008101405,Z,0.026044877234239767
